Year,Month,State,Ocean_Region,SST_C,Chlorophyll_mg_m3,SST_anomaly_C,Chlorophyll_anomaly_mg_m3,Season
2008,10,Puducherry,Bay of Bengal,27.65,1.078,-0.33,0.064,Post-monsoon
2008,10,Tamil Nadu,Bay of Bengal,27.55,0.864,-0.26,-0.029,Post-monsoon
2008,10,West Bengal,Bay of Bengal,26.45,1.353,-0.11,-0.008,Post-monsoon
2008,11,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.98,0.156,-0.24,-0.095,Post-monsoon
2008,11,Andhra Pradesh,Bay of Bengal,27.81,0.796,0.16,0.024,Post-monsoon
2008,11,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.04,0.849,-0.11,-0.223,Post-monsoon
2008,11,Goa,Arabian Sea,27.79,0.983,0.1,-0.044,Post-monsoon
2008,11,Gujarat,Arabian Sea / Gulf region,26.41,1.189,-0.22,0.077,Post-monsoon
2008,11,Karnataka,Arabian Sea,27.64,1.021,0.07,0.012,Post-monsoon
2008,11,Kerala,Arabian Sea,27.5,1.256,-0.26,0.172,Post-monsoon
2008,11,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.88,0.295,0.04,0.031,Post-monsoon
2008,11,Maharashtra,Arabian Sea,27.27,1.045,-0.01,0.018,Post-monsoon
2008,11,Odisha,Bay of Bengal,27.0,0.72,-0.17,-0.205,Post-monsoon
2008,11,Puducherry,Bay of Bengal,28.0,0.724,-0.05,-0.105,Post-monsoon
2008,11,Tamil Nadu,Bay of Bengal,27.84,0.799,-0.16,0.081,Post-monsoon
2008,11,West Bengal,Bay of Bengal,27.06,0.976,0.07,-0.076,Post-monsoon
2008,12,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.58,0.239,-0.13,0.055,Winter
2008,12,Andhra Pradesh,Bay of Bengal,26.74,0.657,-0.01,-0.06,Winter
2008,12,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.2,0.892,-0.17,-0.169,Winter
2008,12,Goa,Arabian Sea,26.67,0.894,-0.08,-0.137,Winter
2008,12,Gujarat,Arabian Sea / Gulf region,24.73,0.93,-0.06,-0.119,Winter
2008,12,Karnataka,Arabian Sea,26.38,0.911,-0.21,-0.013,Winter
2008,12,Kerala,Arabian Sea,27.1,1.193,0.04,0.117,Winter
2008,12,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.03,0.259,-0.31,0.001,Winter
2008,12,Maharashtra,Arabian Sea,25.91,1.008,-0.2,-0.007,Winter
2008,12,Odisha,Bay of Bengal,25.84,0.967,-0.34,0.058,Winter
2008,12,Puducherry,Bay of Bengal,26.99,0.768,-0.26,0.035,Winter
2008,12,Tamil Nadu,Bay of Bengal,27.22,0.809,0.09,0.057,Winter
2008,12,West Bengal,Bay of Bengal,25.56,1.026,-0.22,0.047,Winter
2009,1,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.52,0.177,0.05,-0.07,Winter
2009,1,Andhra Pradesh,Bay of Bengal,26.56,0.689,0.28,-0.032,Winter
2009,1,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,24.58,1.031,0.23,0.028,Winter
2009,1,Goa,Arabian Sea,26.49,0.802,0.28,-0.103,Winter
2009,1,Gujarat,Arabian Sea / Gulf region,24.27,1.088,0.34,0.009,Winter
2009,1,Karnataka,Arabian Sea,26.2,0.732,0.16,-0.124,Winter
2009,1,Kerala,Arabian Sea,26.68,1.011,0.2,0.011,Winter
2009,1,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.2,0.24,0.16,0.016,Winter
2009,1,Maharashtra,Arabian Sea,25.66,0.888,0.38,-0.045,Winter
2009,1,Odisha,Bay of Bengal,25.47,0.848,-0.04,0.008,Winter
2009,1,Puducherry,Bay of Bengal,27.08,0.732,0.21,-0.02,Winter
2009,1,Tamil Nadu,Bay of Bengal,27.04,0.707,0.37,0.049,Winter
2009,1,West Bengal,Bay of Bengal,25.32,0.955,0.27,-0.023,Winter
2009,2,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.01,0.234,0.13,-0.025,Winter
2009,2,Andhra Pradesh,Bay of Bengal,27.23,0.567,0.28,-0.106,Winter
2009,2,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.19,0.966,0.46,-0.002,Winter
2009,2,Goa,Arabian Sea,27.44,0.802,0.41,-0.132,Winter
2009,2,Gujarat,Arabian Sea / Gulf region,25.53,1.099,0.33,0.062,Winter
2009,2,Karnataka,Arabian Sea,26.77,0.801,0.03,-0.109,Winter
2009,2,Kerala,Arabian Sea,27.24,0.936,0.01,-0.046,Winter
2009,2,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.03,0.188,0.5,-0.066,Winter
2009,2,Maharashtra,Arabian Sea,26.58,1.03,0.23,0.04,Winter
2009,2,Odisha,Bay of Bengal,26.52,0.946,0.08,0.053,Winter
2009,2,Puducherry,Bay of Bengal,27.85,0.49,0.38,-0.151,Winter
2009,2,Tamil Nadu,Bay of Bengal,27.36,0.474,0.1,-0.196,Winter
2009,2,West Bengal,Bay of Bengal,25.8,0.965,-0.11,0.027,Winter
2009,3,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.78,0.23,0.27,0.013,Pre-monsoon
2009,3,Andhra Pradesh,Bay of Bengal,28.48,0.692,0.3,-0.002,Pre-monsoon
2009,3,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,28.11,0.979,0.1,0.055,Pre-monsoon
2009,3,Goa,Arabian Sea,28.31,0.942,0.15,-0.046,Pre-monsoon
2009,3,Gujarat,Arabian Sea / Gulf region,28.06,1.0,0.27,-0.01,Pre-monsoon
2009,3,Karnataka,Arabian Sea,27.98,0.918,0.01,0.032,Pre-monsoon
2009,3,Kerala,Arabian Sea,28.35,0.945,0.11,-0.085,Pre-monsoon
2009,3,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.27,0.162,0.14,-0.022,Pre-monsoon
2009,3,Maharashtra,Arabian Sea,28.35,0.95,0.34,0.007,Pre-monsoon
2009,3,Odisha,Bay of Bengal,28.63,0.891,0.75,0.057,Pre-monsoon
2009,3,Puducherry,Bay of Bengal,28.85,0.711,0.26,-0.056,Pre-monsoon
2009,3,Tamil Nadu,Bay of Bengal,28.64,0.708,0.17,0.024,Pre-monsoon
2009,3,West Bengal,Bay of Bengal,27.76,0.934,0.05,0.015,Pre-monsoon
2009,4,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.34,0.214,0.04,-0.023,Pre-monsoon
2009,4,Andhra Pradesh,Bay of Bengal,29.93,0.569,0.37,-0.091,Pre-monsoon
2009,4,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.72,1.008,0.16,0.109,Pre-monsoon
2009,4,Goa,Arabian Sea,29.72,0.836,0.12,-0.128,Pre-monsoon
2009,4,Gujarat,Arabian Sea / Gulf region,30.69,0.828,0.12,-0.095,Pre-monsoon
2009,4,Karnataka,Arabian Sea,29.61,0.877,0.06,-0.024,Pre-monsoon
2009,4,Kerala,Arabian Sea,29.99,1.014,0.3,-0.025,Pre-monsoon
2009,4,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.28,0.162,0.33,-0.024,Pre-monsoon
2009,4,Maharashtra,Arabian Sea,29.88,0.814,-0.02,-0.136,Pre-monsoon
2009,4,Odisha,Bay of Bengal,29.95,0.829,0.18,0.043,Pre-monsoon
2009,4,Puducherry,Bay of Bengal,30.12,0.766,0.2,0.014,Pre-monsoon
2009,4,Tamil Nadu,Bay of Bengal,29.81,0.476,0.04,-0.113,Pre-monsoon
2009,4,West Bengal,Bay of Bengal,29.74,0.929,0.03,0.018,Pre-monsoon
2009,5,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.64,0.404,0.09,0.169,Pre-monsoon
2009,5,Andhra Pradesh,Bay of Bengal,30.55,0.701,0.15,-0.091,Pre-monsoon
2009,5,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,32.11,0.996,0.16,-0.068,Pre-monsoon
2009,5,Goa,Arabian Sea,30.85,1.121,0.38,-0.042,Pre-monsoon
2009,5,Gujarat,Arabian Sea / Gulf region,32.42,0.957,0.3,-0.074,Pre-monsoon
2009,5,Karnataka,Arabian Sea,30.48,1.091,-0.01,0.008,Pre-monsoon
2009,5,Kerala,Arabian Sea,30.58,1.253,0.3,-0.046,Pre-monsoon
2009,5,Lakshadweep,Arabian Sea / Lakshadweep Sea,30.02,0.08,0.42,-0.097,Pre-monsoon
2009,5,Maharashtra,Arabian Sea,31.48,1.218,0.46,0.018,Pre-monsoon
2009,5,Odisha,Bay of Bengal,30.84,0.879,0.19,-0.074,Pre-monsoon
2009,5,Puducherry,Bay of Bengal,30.75,0.734,0.18,-0.101,Pre-monsoon
2009,5,Tamil Nadu,Bay of Bengal,30.91,0.74,0.32,-0.044,Pre-monsoon
2009,5,West Bengal,Bay of Bengal,30.76,1.258,0.09,0.139,Pre-monsoon
2009,6,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.3,0.358,0.14,-0.013,Southwest_Monsoon
2009,6,Andhra Pradesh,Bay of Bengal,29.8,0.946,0.37,-0.027,Southwest_Monsoon
2009,6,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.64,1.156,0.15,-0.183,Southwest_Monsoon
2009,6,Goa,Arabian Sea,29.83,1.538,0.23,0.017,Southwest_Monsoon
2009,6,Gujarat,Arabian Sea / Gulf region,30.71,1.413,0.2,0.049,Southwest_Monsoon
2009,6,Karnataka,Arabian Sea,29.5,1.409,-0.01,-0.025,Southwest_Monsoon
2009,6,Kerala,Arabian Sea,29.85,1.751,0.36,0.035,Southwest_Monsoon
2009,6,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.33,0.222,0.23,-0.016,Southwest_Monsoon
2009,6,Maharashtra,Arabian Sea,30.18,1.588,0.41,0.032,Southwest_Monsoon
2009,6,Odisha,Bay of Bengal,29.69,1.453,0.1,0.145,Southwest_Monsoon
2009,6,Puducherry,Bay of Bengal,30.18,1.185,0.35,0.04,Southwest_Monsoon
2009,6,Tamil Nadu,Bay of Bengal,29.99,1.006,0.21,-0.015,Southwest_Monsoon
2009,6,West Bengal,Bay of Bengal,29.57,1.502,0.04,0.048,Southwest_Monsoon
2009,7,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.48,0.57,0.07,0.167,Southwest_Monsoon
2009,7,Andhra Pradesh,Bay of Bengal,28.34,0.917,0.27,-0.245,Southwest_Monsoon
2009,7,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.92,1.737,0.28,0.003,Southwest_Monsoon
2009,7,Goa,Arabian Sea,28.4,1.699,0.28,0.007,Southwest_Monsoon
2009,7,Gujarat,Arabian Sea / Gulf region,27.92,1.704,0.52,-0.017,Southwest_Monsoon
2009,7,Karnataka,Arabian Sea,27.95,1.661,0.05,-0.067,Southwest_Monsoon
2009,7,Kerala,Arabian Sea,28.35,1.851,0.29,-0.124,Southwest_Monsoon
2009,7,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.34,0.321,0.25,-0.051,Southwest_Monsoon
2009,7,Maharashtra,Arabian Sea,28.08,1.76,0.29,-0.072,Southwest_Monsoon
2009,7,Odisha,Bay of Bengal,27.64,1.606,0.01,0.058,Southwest_Monsoon
2009,7,Puducherry,Bay of Bengal,28.65,1.289,0.14,0.042,Southwest_Monsoon
2009,7,Tamil Nadu,Bay of Bengal,28.66,1.067,0.41,-0.141,Southwest_Monsoon
2009,7,West Bengal,Bay of Bengal,27.47,1.886,-0.02,0.094,Southwest_Monsoon
2009,8,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.14,0.478,0.14,0.036,Southwest_Monsoon
2009,8,Andhra Pradesh,Bay of Bengal,27.22,1.185,0.14,-0.076,Southwest_Monsoon
2009,8,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.29,1.858,0.19,-0.043,Southwest_Monsoon
2009,8,Goa,Arabian Sea,27.33,1.801,0.23,-0.057,Southwest_Monsoon
2009,8,Gujarat,Arabian Sea / Gulf region,25.64,1.855,0.07,0.015,Southwest_Monsoon
2009,8,Karnataka,Arabian Sea,27.11,1.701,0.07,-0.071,Southwest_Monsoon
2009,8,Kerala,Arabian Sea,27.68,2.128,0.36,0.078,Southwest_Monsoon
2009,8,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.96,0.361,0.43,-0.041,Southwest_Monsoon
2009,8,Maharashtra,Arabian Sea,27.19,1.988,0.45,0.062,Southwest_Monsoon
2009,8,Odisha,Bay of Bengal,27.01,1.597,0.27,0.002,Southwest_Monsoon
2009,8,Puducherry,Bay of Bengal,27.9,1.361,0.35,0.024,Southwest_Monsoon
2009,8,Tamil Nadu,Bay of Bengal,27.51,1.26,0.0,0.052,Southwest_Monsoon
2009,8,West Bengal,Bay of Bengal,26.44,1.747,0.22,-0.06,Southwest_Monsoon
2009,9,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.09,0.421,0.35,0.053,Southwest_Monsoon
2009,9,Andhra Pradesh,Bay of Bengal,27.1,1.101,0.27,-0.037,Southwest_Monsoon
2009,9,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.44,1.647,-0.1,-0.006,Southwest_Monsoon
2009,9,Goa,Arabian Sea,27.13,1.654,0.24,-0.048,Southwest_Monsoon
2009,9,Gujarat,Arabian Sea / Gulf region,25.24,1.557,0.2,-0.154,Southwest_Monsoon
2009,9,Karnataka,Arabian Sea,26.71,1.526,0.12,-0.104,Southwest_Monsoon
2009,9,Kerala,Arabian Sea,27.3,1.846,0.3,-0.04,Southwest_Monsoon
2009,9,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.74,0.378,0.3,-0.018,Southwest_Monsoon
2009,9,Maharashtra,Arabian Sea,26.48,1.801,0.4,0.005,Southwest_Monsoon
2009,9,Odisha,Bay of Bengal,26.44,1.561,0.13,0.027,Southwest_Monsoon
2009,9,Puducherry,Bay of Bengal,27.39,1.338,0.06,0.089,Southwest_Monsoon
2009,9,Tamil Nadu,Bay of Bengal,27.47,1.153,0.24,-0.027,Southwest_Monsoon
2009,9,West Bengal,Bay of Bengal,26.11,1.689,0.38,0.028,Southwest_Monsoon
2009,10,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.17,0.322,0.13,0.046,Post-monsoon
2009,10,Andhra Pradesh,Bay of Bengal,27.33,0.936,-0.11,0.012,Post-monsoon
2009,10,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.61,1.325,0.07,0.016,Post-monsoon
2009,10,Goa,Arabian Sea,27.56,1.3,0.16,0.012,Post-monsoon
2009,10,Gujarat,Arabian Sea / Gulf region,26.59,1.384,0.39,-0.039,Post-monsoon
2009,10,Karnataka,Arabian Sea,27.32,1.307,0.1,0.001,Post-monsoon
2009,10,Kerala,Arabian Sea,27.92,1.46,0.2,-0.04,Post-monsoon
2009,10,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.87,0.302,0.17,-0.011,Post-monsoon
2009,10,Maharashtra,Arabian Sea,27.19,1.294,0.21,-0.053,Post-monsoon
2009,10,Odisha,Bay of Bengal,27.2,1.264,0.23,0.06,Post-monsoon
2009,10,Puducherry,Bay of Bengal,28.26,0.921,0.28,-0.093,Post-monsoon
2009,10,Tamil Nadu,Bay of Bengal,28.21,0.889,0.4,-0.004,Post-monsoon
2009,10,West Bengal,Bay of Bengal,26.69,1.391,0.13,0.03,Post-monsoon
2009,11,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.34,0.363,0.12,0.112,Post-monsoon
2009,11,Andhra Pradesh,Bay of Bengal,27.93,0.895,0.28,0.123,Post-monsoon
2009,11,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.43,1.256,0.28,0.184,Post-monsoon
2009,11,Goa,Arabian Sea,27.84,0.812,0.15,-0.215,Post-monsoon
2009,11,Gujarat,Arabian Sea / Gulf region,26.81,1.053,0.18,-0.059,Post-monsoon
2009,11,Karnataka,Arabian Sea,27.54,0.952,-0.03,-0.057,Post-monsoon
2009,11,Kerala,Arabian Sea,28.25,1.085,0.49,0.001,Post-monsoon
2009,11,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.01,0.227,0.17,-0.037,Post-monsoon
2009,11,Maharashtra,Arabian Sea,27.59,0.928,0.31,-0.099,Post-monsoon
2009,11,Odisha,Bay of Bengal,27.25,1.028,0.08,0.103,Post-monsoon
2009,11,Puducherry,Bay of Bengal,28.24,0.843,0.19,0.014,Post-monsoon
2009,11,Tamil Nadu,Bay of Bengal,28.26,0.703,0.26,-0.016,Post-monsoon
2009,11,West Bengal,Bay of Bengal,27.1,1.065,0.11,0.013,Post-monsoon
2009,12,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.68,0.151,-0.03,-0.033,Winter
2009,12,Andhra Pradesh,Bay of Bengal,26.89,0.81,0.14,0.093,Winter
2009,12,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,25.64,1.084,0.27,0.023,Winter
2009,12,Goa,Arabian Sea,27.11,0.981,0.36,-0.05,Winter
2009,12,Gujarat,Arabian Sea / Gulf region,24.97,1.058,0.18,0.009,Winter
2009,12,Karnataka,Arabian Sea,26.87,0.885,0.28,-0.039,Winter
2009,12,Kerala,Arabian Sea,27.08,1.153,0.02,0.077,Winter
2009,12,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.78,0.251,0.44,-0.007,Winter
2009,12,Maharashtra,Arabian Sea,26.62,1.009,0.51,-0.006,Winter
2009,12,Odisha,Bay of Bengal,26.4,0.875,0.22,-0.034,Winter
2009,12,Puducherry,Bay of Bengal,27.58,0.714,0.33,-0.019,Winter
2009,12,Tamil Nadu,Bay of Bengal,27.42,0.665,0.29,-0.087,Winter
2009,12,West Bengal,Bay of Bengal,25.85,0.978,0.07,-0.001,Winter
2010,1,Andaman & Nicobar,Andaman Sea / Bay of Bengal,27.65,0.168,0.18,-0.079,Winter
2010,1,Andhra Pradesh,Bay of Bengal,26.21,0.682,-0.07,-0.039,Winter
2010,1,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,24.69,0.731,0.35,-0.272,Winter
2010,1,Goa,Arabian Sea,26.51,0.801,0.3,-0.104,Winter
2010,1,Gujarat,Arabian Sea / Gulf region,24.31,0.907,0.38,-0.172,Winter
2010,1,Karnataka,Arabian Sea,26.49,0.695,0.45,-0.161,Winter
2010,1,Kerala,Arabian Sea,26.88,0.879,0.4,-0.121,Winter
2010,1,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.51,0.113,0.47,-0.111,Winter
2010,1,Maharashtra,Arabian Sea,25.5,0.879,0.22,-0.054,Winter
2010,1,Odisha,Bay of Bengal,25.52,0.691,0.01,-0.149,Winter
2010,1,Puducherry,Bay of Bengal,27.09,0.691,0.22,-0.061,Winter
2010,1,Tamil Nadu,Bay of Bengal,27.1,0.654,0.43,-0.004,Winter
2010,1,West Bengal,Bay of Bengal,25.4,0.863,0.35,-0.115,Winter
2010,2,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.17,0.17,0.29,-0.089,Winter
2010,2,Andhra Pradesh,Bay of Bengal,26.94,0.599,-0.01,-0.074,Winter
2010,2,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.1,0.865,0.37,-0.103,Winter
2010,2,Goa,Arabian Sea,27.27,0.89,0.24,-0.044,Winter
2010,2,Gujarat,Arabian Sea / Gulf region,25.21,0.887,0.01,-0.15,Winter
2010,2,Karnataka,Arabian Sea,27.17,0.821,0.43,-0.09,Winter
2010,2,Kerala,Arabian Sea,27.51,0.854,0.28,-0.128,Winter
2010,2,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.69,0.08,0.16,-0.174,Winter
2010,2,Maharashtra,Arabian Sea,26.73,0.952,0.38,-0.038,Winter
2010,2,Odisha,Bay of Bengal,26.47,0.84,0.03,-0.053,Winter
2010,2,Puducherry,Bay of Bengal,27.98,0.492,0.51,-0.149,Winter
2010,2,Tamil Nadu,Bay of Bengal,27.53,0.689,0.27,0.019,Winter
2010,2,West Bengal,Bay of Bengal,26.11,0.886,0.2,-0.052,Winter
2010,3,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.66,0.102,0.15,-0.115,Pre-monsoon
2010,3,Andhra Pradesh,Bay of Bengal,28.36,0.734,0.18,0.04,Pre-monsoon
2010,3,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,28.07,0.929,0.06,0.005,Pre-monsoon
2010,3,Goa,Arabian Sea,28.39,0.871,0.23,-0.117,Pre-monsoon
2010,3,Gujarat,Arabian Sea / Gulf region,28.01,0.874,0.22,-0.136,Pre-monsoon
2010,3,Karnataka,Arabian Sea,28.32,0.667,0.35,-0.219,Pre-monsoon
2010,3,Kerala,Arabian Sea,28.57,0.861,0.33,-0.169,Pre-monsoon
2010,3,Lakshadweep,Arabian Sea / Lakshadweep Sea,28.47,0.132,0.34,-0.052,Pre-monsoon
2010,3,Maharashtra,Arabian Sea,28.27,0.785,0.26,-0.158,Pre-monsoon
2010,3,Odisha,Bay of Bengal,27.72,0.658,-0.16,-0.176,Pre-monsoon
2010,3,Puducherry,Bay of Bengal,29.24,0.808,0.65,0.041,Pre-monsoon
2010,3,Tamil Nadu,Bay of Bengal,28.58,0.578,0.11,-0.106,Pre-monsoon
2010,3,West Bengal,Bay of Bengal,27.78,0.791,0.07,-0.128,Pre-monsoon
2010,4,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.78,0.206,0.48,-0.031,Pre-monsoon
2010,4,Andhra Pradesh,Bay of Bengal,29.66,0.658,0.1,-0.001,Pre-monsoon
2010,4,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.74,0.743,0.18,-0.156,Pre-monsoon
2010,4,Goa,Arabian Sea,30.01,0.841,0.41,-0.123,Pre-monsoon
2010,4,Gujarat,Arabian Sea / Gulf region,31.24,0.97,0.67,0.047,Pre-monsoon
2010,4,Karnataka,Arabian Sea,29.8,0.735,0.25,-0.166,Pre-monsoon
2010,4,Kerala,Arabian Sea,30.11,0.854,0.42,-0.185,Pre-monsoon
2010,4,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.16,0.08,0.21,-0.106,Pre-monsoon
2010,4,Maharashtra,Arabian Sea,30.0,0.858,0.11,-0.092,Pre-monsoon
2010,4,Odisha,Bay of Bengal,29.82,0.622,0.05,-0.164,Pre-monsoon
2010,4,Puducherry,Bay of Bengal,30.09,0.734,0.17,-0.018,Pre-monsoon
2010,4,Tamil Nadu,Bay of Bengal,30.08,0.605,0.31,0.016,Pre-monsoon
2010,4,West Bengal,Bay of Bengal,29.85,0.864,0.14,-0.047,Pre-monsoon
2010,5,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.63,0.08,0.08,-0.155,Pre-monsoon
2010,5,Andhra Pradesh,Bay of Bengal,30.92,0.725,0.52,-0.067,Pre-monsoon
2010,5,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,32.05,0.951,0.1,-0.114,Pre-monsoon
2010,5,Goa,Arabian Sea,30.8,1.109,0.33,-0.054,Pre-monsoon
2010,5,Gujarat,Arabian Sea / Gulf region,32.47,1.063,0.35,0.032,Pre-monsoon
2010,5,Karnataka,Arabian Sea,30.88,1.06,0.39,-0.022,Pre-monsoon
2010,5,Kerala,Arabian Sea,30.42,1.238,0.14,-0.06,Pre-monsoon
2010,5,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.64,0.08,0.04,-0.097,Pre-monsoon
2010,5,Maharashtra,Arabian Sea,31.37,1.051,0.35,-0.149,Pre-monsoon
2010,5,Odisha,Bay of Bengal,30.89,0.851,0.24,-0.102,Pre-monsoon
2010,5,Puducherry,Bay of Bengal,30.64,0.915,0.07,0.08,Pre-monsoon
2010,5,Tamil Nadu,Bay of Bengal,30.83,0.649,0.24,-0.135,Pre-monsoon
2010,5,West Bengal,Bay of Bengal,30.37,0.988,-0.3,-0.131,Pre-monsoon
2010,6,Andaman & Nicobar,Andaman Sea / Bay of Bengal,29.75,0.198,0.59,-0.173,Southwest_Monsoon
2010,6,Andhra Pradesh,Bay of Bengal,29.74,0.886,0.3,-0.087,Southwest_Monsoon
2010,6,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,30.95,1.207,0.46,-0.131,Southwest_Monsoon
2010,6,Goa,Arabian Sea,29.72,1.388,0.12,-0.133,Southwest_Monsoon
2010,6,Gujarat,Arabian Sea / Gulf region,30.67,1.166,0.16,-0.198,Southwest_Monsoon
2010,6,Karnataka,Arabian Sea,29.87,1.239,0.36,-0.195,Southwest_Monsoon
2010,6,Kerala,Arabian Sea,29.93,1.688,0.43,-0.028,Southwest_Monsoon
2010,6,Lakshadweep,Arabian Sea / Lakshadweep Sea,29.33,0.163,0.23,-0.075,Southwest_Monsoon
2010,6,Maharashtra,Arabian Sea,29.95,1.513,0.18,-0.043,Southwest_Monsoon
2010,6,Odisha,Bay of Bengal,29.71,1.25,0.12,-0.058,Southwest_Monsoon
2010,6,Puducherry,Bay of Bengal,30.21,1.047,0.38,-0.098,Southwest_Monsoon
2010,6,Tamil Nadu,Bay of Bengal,30.13,1.052,0.35,0.031,Southwest_Monsoon
2010,6,West Bengal,Bay of Bengal,29.82,1.345,0.29,-0.109,Southwest_Monsoon
2010,7,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.84,0.364,0.43,-0.039,Southwest_Monsoon
2010,7,Andhra Pradesh,Bay of Bengal,28.34,1.151,0.27,-0.011,Southwest_Monsoon
2010,7,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,27.98,1.587,0.34,-0.147,Southwest_Monsoon
2010,7,Goa,Arabian Sea,28.53,1.51,0.41,-0.182,Southwest_Monsoon
2010,7,Gujarat,Arabian Sea / Gulf region,27.67,1.665,0.27,-0.056,Southwest_Monsoon
2010,7,Karnataka,Arabian Sea,28.22,1.616,0.32,-0.112,Southwest_Monsoon
2010,7,Kerala,Arabian Sea,28.33,1.968,0.27,-0.007,Southwest_Monsoon
2010,7,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.98,0.322,-0.11,-0.05,Southwest_Monsoon
2010,7,Maharashtra,Arabian Sea,28.11,1.756,0.32,-0.076,Southwest_Monsoon
2010,7,Odisha,Bay of Bengal,28.03,1.417,0.4,-0.131,Southwest_Monsoon
2010,7,Puducherry,Bay of Bengal,28.94,1.336,0.43,0.089,Southwest_Monsoon
2010,7,Tamil Nadu,Bay of Bengal,28.6,1.116,0.36,-0.092,Southwest_Monsoon
2010,7,West Bengal,Bay of Bengal,27.45,1.768,-0.04,-0.024,Southwest_Monsoon
2010,8,Andaman & Nicobar,Andaman Sea / Bay of Bengal,28.33,0.412,0.33,-0.03,Southwest_Monsoon
2010,8,Andhra Pradesh,Bay of Bengal,27.07,1.222,-0.01,-0.039,Southwest_Monsoon
2010,8,Daman & Diu,Arabian Sea / Gulf of Khambhat influence,26.16,1.743,0.06,-0.158,Southwest_Monsoon
2010,8,Goa,Arabian Sea,27.28,1.853,0.18,-0.005,Southwest_Monsoon
2010,8,Gujarat,Arabian Sea / Gulf region,25.75,1.684,0.18,-0.156,Southwest_Monsoon
2010,8,Karnataka,Arabian Sea,27.38,1.526,0.34,-0.246,Southwest_Monsoon
2010,8,Kerala,Arabian Sea,27.72,1.964,0.4,-0.087,Southwest_Monsoon
2010,8,Lakshadweep,Arabian Sea / Lakshadweep Sea,27.32,0.272,-0.21,-0.13,Southwest_Monsoon
2010,8,Maharashtra,Arabian Sea,26.79,1.679,0.05,-0.247,Southwest_Monsoon
2010,8,Odisha,Bay of Bengal,27.14,1.58,0.39,-0.015,Southwest_Monsoon
2010,8,Puducherry,Bay of Bengal,27.63,1.257,0.08,-0.08,Southwest_Monsoon
2010,8,Tamil Nadu,Bay of Bengal,27.78,1.148,0.27,-0.06,Southwest_Monsoon
